T,H,PM2.5,E,current
27.155,99.605,14.0,23.33512729716725,34.39333333
27.005,100.115,14.0,23.268360612105873,35.745
26.95,100.7766667,16.0,23.355606182780132,247.7766667
27.175,100.75,16.0,23.496036554065878,482.7383333000001
29.24833333,94.27333333,16.0,24.48503398635876,99.375
31.8,83.91,18.0,25.78861348153483,9.36
32.79666667,80.00166667,19.0,26.349928290144508,3.015
35.625,69.91666667,17.0,27.849114974576313,0.303333333
36.35333333,66.62833333,22.0,28.482095382269144,0.231666667
36.63,64.15,27.0,28.882713859677388,0.136666667
38.92333333,54.88333333,40.0,31.176312686578896,0.148333333
36.82333333,61.24666667,53.0,31.21717484733442,0.201666667
34.31833333,66.80833333,72.0,32.29888548575739,0.34833333299999997
32.98833333,71.51166667,61.0,30.103830226493848,0.39833333299999996
31.34666667,76.63166667,54.0,28.377884656134157,0.488333333
30.25833333,81.32833333,40.0,26.296108252659536,0.9883333329999999
29.84833333,84.83833333,35.0,25.707236643341837,1.8016666669999999
29.45833333,83.57,40.0,25.888346442162703,2.593333333
30.24166667,74.90333333,30.0,25.13335452139313,0.971666667
30.125,69.21,18.0,24.065698505341583,0.6216666670000001
29.265,68.935,16.0,23.37282198997374,0.48
28.36166667,70.99833333,18.0,22.937036900680837,0.49
27.92833333,71.56166667,20.0,22.778267317569483,0.5
27.54,73.88166667,21.0,22.675561344963015,0.555
26.525,78.84333333,23.0,22.357947512855723,0.783333333
25.38833333,84.54833333,26.0,22.124179237198913,1.1866666670000001
25.05333333,86.90666667,28.0,22.195439761974733,1.77
25.875,83.82833333,28.0,22.553336656590584,1.161666667
31.67,62.99,28.0,25.513850369946127,0.36666666700000006
34.17333333,54.98833333,30.0,27.135516257731698,0.2
35.04,55.87666667,29.0,27.685272222175346,0.198333333
36.59666667,50.82666667,32.0,28.851933952199136,0.2
35.94166667,53.31166667,37.0,28.855266373544808,0.2
35.345,52.15666667,32.0,28.01872623917139,0.198333333
35.295,53.56166667,31.0,27.94447160753065,0.198333333
34.05833333,57.60666667,27.0,26.918367750951486,0.198333333
33.355,60.99333333,21.0,26.171053033631612,0.2
32.92,62.12833333,18.0,25.75417833732474,0.2
34.28166667,58.215,15.0,26.468544700577173,0.2
31.74333333,65.98666667,13.0,24.85820048732311,0.2
28.225,78.715,15.0,23.029761335606587,0.323333333
27.08,83.57333333,14.0,22.45285596467707,0.648333333
26.9,83.98166667,15.0,22.397076246169338,0.8866666670000001
26.715,84.72,15.0,22.31216323107197,1.045
27.17,82.675,17.0,22.605156104858025,1.001666667
27.065,79.21666667,18.0,22.42577558230655,0.763333333
27.48,78.995,17.0,22.638658280141073,0.7383333329999999
27.99666667,73.50833333,19.0,22.84804722651329,0.563333333
26.86333333,80.03166667,21.0,22.50303529923459,0.755
25.62666667,85.08166667,21.0,21.949578365049124,1.113333333
25.255,86.88666667,23.0,21.938591810672534,1.655
26.265,83.98833333,23.0,22.43378578421764,1.291666667
29.47333333,71.29833333,23.0,23.98534403594514,0.42166666700000005
35.56666667,52.375,25.0,27.70548961706198,0.205
36.555,50.38666667,30.0,28.670663612227013,0.128333333
35.89833333,52.8,26.0,28.008620876187333,0.1
36.01666667,55.04333333,16.0,27.650575814452303,0.1
35.42333333,57.345,14.0,27.21788908902977,0.1
35.225,59.09333333,12.0,27.062472684931368,0.105
34.4,62.83166667,11.0,26.55978536010579,0.111666667
33.75833333,64.83833333,12.0,26.199072710516777,0.145
32.11,69.44,10.0,25.144369616277917,0.19166666699999999
32.905,67.50666667,9.0,25.607898356437385,0.175
31.12333333,73.91166667,10.0,24.62737365742765,0.168333333
28.24666667,86.81833333,12.0,23.305145358870245,0.561666667
27.585,91.37333333,11.0,23.064975903301065,2.2433333330000003
27.50666667,92.54833333,14.0,23.18180852295354,5.695
26.88166667,94.40166667,14.0,22.876636036040686,11.85833333
26.725,94.85166667,14.0,22.800484511540503,24.67833333
26.31666667,96.52666667,12.0,22.55596856004938,24.32
26.07833333,97.47166667,12.0,22.457444771529556,28.90333333
25.96666667,95.335,11.0,22.232636273869666,17.57
26.05833333,93.46833333,11.0,22.188112564685582,10.25
26.06166667,92.87,11.0,22.157567468283407,6.413333333
25.55,94.42,13.5,22.008076658354316,6.498333333
26.57333333,90.59666667,13.5,22.456243771437734,2.9933333330000003
30.87333333,74.175,13.5,24.57601347410291,0.718333333
33.64666667,64.18,16.0,26.240608727488404,0.24833333300000002
35.89166667,58.085,17.0,27.682085939688726,0.2
35.08833333,60.82666667,14.0,27.07886341974729,0.2
35.43166667,61.95166667,15.0,27.389672445779965,0.2
34.83166667,65.03,14.0,27.0248678691211,0.2
35.405,63.32333333,15.0,27.41161499660846,0.2
34.81,65.71666667,14.0,27.031218141563777,0.2
34.01666667,68.43333333,11.0,26.47001182903024,0.2
32.16166667,73.28,10.0,25.321473291136424,0.2
31.97,73.34666667,14.0,25.3165698120974,0.2
29.99833333,80.93666667,13.0,24.24168050195637,0.198333333
28.46333333,88.49666667,11.0,23.49778019548175,0.40166666700000003
27.84333333,90.83833333,13.0,23.27470725043723,1.048333333
27.73166667,91.545,16.0,23.361101963362298,1.5116666669999999
27.36333333,93.28333333,16.0,23.212878786787535,1.956666667
27.64666667,93.405,20.0,23.603962961593982,2.206666667
27.42166667,94.03333333,18.0,23.38582864726934,2.14
26.98,94.41,11.0,22.83205561704859,2.125
26.62333333,94.14166667,9.0,22.529232552708667,2.1583333330000003
28.87966102,93.68474576,9.0,23.975567203082907,51.46610169
30.725,85.05166667,11.0,24.848806999401045,15.12166667
31.85,82.14166667,10.0,25.45955575502507,13.42833333
33.295,75.04,9.0,26.14997431069484,3.851666667
33.06666667,71.28,9.0,25.853350382243097,1.72
31.38666667,77.17833333,7.0,24.87057518320937,5.876666667
30.91,79.68666667,7.0,24.646445698815963,7.39
29.46779661,87.96271186,8.0,24.060971905543152,11.21186441
29.24333333,85.93,7.0,23.793901589697747,13.45833333
28.71,87.79333333,7.0,23.52619604830969,26.86833333
27.945,91.87,7.0,23.223678247642,66.73666667
27.415,96.27666667,8.0,23.1319573304146,107.45
27.54833333,95.67166667,8.0,23.185752238406963,135.6233333
28.02333333,94.03166667,8.0,23.40827083622914,109.54166670000001
28.01,93.44,9.0,23.392717913915007,125.14833329999999
27.77833333,94.54666667,8.0,23.275418074330236,137.5816667
28.12916667,91.96666667,6.0,23.3313263810834,201.69166669999998
28.11666667,91.81166667,7.0,23.33355094164651,254.2583333
27.92833333,92.46833333,8.0,23.264879731255252,328.155
27.94833333,92.44166667,8.0,23.276612725918493,294.2416667
28.28833333,90.99333333,8.0,23.426196862705982,195.385
28.78333333,89.01166667,9.0,23.67902510674206,123.53666670000001
29.90166667,84.69666667,10.0,24.24953008020211,72.49666667
30.50833333,81.835,10.0,24.532726341167553,49.79333333
30.43333333,81.95166667,10.0,24.486884454045388,41.48166667
31.57666667,77.275,10.0,25.072642910283825,14.78
31.29666667,77.65333333,10.0,24.89552844357733,4.971666667
30.78,79.72,11.0,24.6554173681972,2.205
30.3,81.975,12.0,24.45689776167452,2.836666667
30.00333333,83.84833333,11.0,24.30827564814705,1.436666667
30.08833333,82.94333333,11.0,24.325271124444523,23.52
28.875,87.40666667,10.0,23.688711682332713,161.665
27.92666667,90.74333333,10.0,23.22652103605344,471.59666669999996
27.68333333,91.84333333,10.0,23.123449655469894,484.83166669999997
27.62,92.62,10.0,23.122370112079775,454.445
27.50833333,93.25833333,11.0,23.113011603378265,460.09833330000004
27.605,92.94,11.0,23.159223571829866,410.215
27.66166667,92.60833333,10.0,23.14894305676698,402.90166669999996
27.60666667,92.75166667,11.0,23.150491227573795,434.95
27.53666667,93.39166667,11.0,23.138417802674088,491.22
27.43666667,94.78666667,9.0,23.090202434925992,676.1983333
26.98333333,98.38333333,8.0,22.969488352399843,1328.001667
26.80166667,100.1633333,8.0,22.953362085001718,1355.666667
26.83833333,100.365,8.0,22.98818005288751,1514.666667
27.205,99.72666667,8.0,23.186536400170265,1041.335
28.29833333,96.55666667,8.0,23.720453280515954,563.06
29.87,90.42333333,8.0,24.44723618605195,227.4983333
33.005,76.16666667,11.0,26.04184878423661,78.39666667
28.5,96.36949153,15.0,24.063884259835522,92.45423729
29.865,89.79333333,17.0,24.71595246165242,82.97166667
29.71166667,68.72666667,16.0,23.67064011967606,30.36333333
26.96666667,88.18833333,9.0,22.438831844073942,233.8583333
26.48666667,89.66166667,8.0,22.176035382223457,219.61
26.48,94.94333333,10.0,22.508554673047076,348.9483333
26.37166667,95.465,9.0,22.439833852719577,342.305
25.89333333,95.97833333,16.0,22.421499911176205,383.8466667
26.245,93.02333333,14.0,22.394513629898636,242.7583333
26.19,92.98833333,13.0,22.317548753422393,215.085
26.23833333,92.99666667,14.0,22.388807792592782,215.475
26.13333333,91.45,10.0,22.09551174043139,183.68
26.47833333,89.00333333,11.0,22.220901864918755,142.5616667
26.56333333,94.115,13.5,22.637163291697483,288.9216667
26.89333333,91.515,13.5,22.711201863700982,185.8416667
30.34666667,75.78666667,13.5,24.279990983554228,58.25833333
35.21,58.48166667,16.0,27.17089707710279,13.76666667
37.03833333,53.98333333,17.0,28.389826096478288,0.018333333
36.69508197,55.86229508,13.0,28.052212112763677,0.0
34.42333333,63.49833333,15.0,26.72560322060677,0.0
34.42166667,62.805,14.0,26.66726091609263,0.003333333
34.94833333,60.98833333,17.0,27.098067381646977,0.08666666699999999
34.46,62.01,14.0,26.67010564096063,1.72
33.04333333,66.75666667,13.0,25.792333516569464,7.806666667000001
31.81666667,73.35,13.0,25.17563989817298,20.02166667
31.93333333,72.365,10.0,25.128745262655464,27.37833333
30.73,74.63833333,8.0,24.3362119860434,31.15666667
29.91333333,76.12,11.0,23.913933347690467,33.46833333
29.74666667,75.35166667,14.0,23.872247461943186,42.19833333
28.66666667,81.52833333,15.0,23.45101203644295,66.97666667
28.20333333,84.125,14.5,23.241802793436797,92.84666667
28.08333333,84.54,14.0,23.161669679978672,90.67833333
27.65,88.87333333,18.0,23.27001046203909,153.08833330000002
27.57833333,89.4,17.0,23.200062073543716,150.84
27.61166667,89.0,19.0,23.303897923248233,129.30666670000002
27.59333333,88.22,20.0,23.308711791221473,124.9
27.29310345,89.70344828,17.5,23.055205074175458,97.14827586
27.28965517,89.2862069,8.0,22.682159292053832,1648.275862
27.18,90.875,10.0,22.74458756550666,1908.8333329999998
27.14444444,91.20222222,8.0,22.68612309568059,1628.666667
27.13389831,90.26271186,10.0,22.682753136552225,1507.457627
27.14,89.86333333,9.0,22.63843864764801,1341.0
27.21016949,86.71525424,8.0,22.499615860256228,1092.059322
27.21333333,87.67666667,8.0,22.55008517470211,1149.58
27.125,89.27666667,9.0,22.59841217878331,1368.0
27.16333333,88.68,9.0,22.593010803516034,1034.46
27.34333333,87.82166667,9.0,22.667853624553707,452.18666669999993
27.96666667,85.34,10.0,22.985284631008277,185.875
29.08305085,81.27627119,8.0,23.49297000558269,132.5779661
29.395,80.3,9.0,23.684408788272506,102.915
26.32542373,98.10508475,12.0,22.649881937251475,551.9796610000001
28.58333333,80.11166667,9.0,23.127131692862623,207.13666669999998
29.65333333,69.94666667,6.0,23.368521289886992,126.82833329999998
30.49833333,66.54666667,7.0,23.846696970213674,84.48
30.27333333,68.195,9.0,23.79492480512329,73.29666667
29.88666667,68.825,11.0,23.606347902639538,86.975
29.78166667,65.82833333,7.0,23.320403742691607,365.865
27.99666667,68.39833333,6.0,22.162048691372327,340.245
26.215,74.54,6.0,21.209249624868864,544.1916667
25.435,77.08166667,7.0,20.825546816977575,681.045
24.98666667,78.99,7.0,20.62116772778928,797.1633333
24.57,80.415,7.0,20.41840822211663,987.93
23.715,83.97833333,5.0,20.01004135291828,1337.5
23.48666667,84.23166667,5.0,19.876395419246318,1323.718333
22.615,89.43,6.0,19.636488854935344,2175.833333
22.72,88.13166667,5.0,19.607850598941635,1728.1666670000002
23.44166667,83.66833333,4.0,19.80137566006095,932.5983332999999
23.58833333,82.635,5.0,19.854990107169662,854.5266667000001
23.61666667,83.05,8.5,19.97406479043841,843.2416667000001
24.07333333,83.71333333,8.5,20.304983242615485,986.3583332999999
27.29333333,73.54166667,8.5,21.95010290962521,373.1816667
30.31833333,64.45833333,8.5,23.678383115621855,135.025
32.25833333,59.43833333,8.5,24.8769780901313,39.33833333
33.56166667,55.755,12.0,25.78609173108308,14.69
35.14,53.80333333,15.0,26.957260328276096,5.7816666670000005
33.955,58.56333333,23.0,26.62716616144814,8.98
31.98833333,62.135,27.0,25.63201613461628,22.25666667
31.31,65.18,28.0,25.34218245929107,42.23
30.43166667,69.10833333,29.0,24.964707933218303,90.47833333
30.425,70.83833333,27.0,24.875098479134483,176.10666669999998
30.925,69.44333333,22.0,24.835560519580778,306.295
28.522033899999997,76.12542373,28.0,23.900931904630365,622.4864407
26.01666667,86.38166667,24.0,22.46305081991977,1497.936667
25.62,88.98,25.0,22.417908189659446,2293.5
25.43166667,90.11833333,19.0,21.966777679886025,2175.166667
25.1,91.99833333,22.0,22.044443140199107,2572.5
25.48333333,90.985,23.0,22.295830652812814,1905.3333329999998
25.98166667,90.41166667,22.0,22.511889452506054,1617.0
25.83666667,91.54833333,22.0,22.480468667761855,1817.1666670000002
25.67666667,91.83166667,20.0,22.271118436311177,1764.0
25.44166667,92.48,22.0,22.283203611897335,2280.0
25.76333333,90.805,23.0,22.46137276076171,1546.166667
25.73666667,91.76666667,29.5,22.99061496812875,1664.333333
25.26,92.03333333,29.5,22.71416204419176,1571.0
27.49666667,83.855,29.5,23.69937761823619,781.8733333
31.48833333,67.8,36.0,26.20423981347387,217.345
33.89166667,60.03666667,37.0,27.64726795766651,33.59666667
34.51833333,55.56166667,34.0,27.69468645484087,9.471666667000001
35.355737700000006,53.944262300000005,30.0,27.92391762403875,6.372131147999999
32.23166667,57.41333333,25.0,25.521176395432715,19.52333333
30.81,58.595,25.0,24.58002630033174,37.91
30.66333333,60.11,20.0,24.22277447475933,43.13
30.525,60.35666667,12.0,23.78258911472162,51.44166667
30.31166667,65.1,11.0,23.76432970708413,100.615
30.34666667,66.68333333,11.0,23.84565133203803,165.445
28.20833333,73.98333333,14.0,22.77168493440968,370.6666667
27.83166667,74.14333333,16.0,22.611779054790436,391.28333330000004
27.71,61.88166667,15.0,21.997143162423182,171.435
27.12833333,53.98333333,16.0,21.368373261068616,63.25
26.83833333,48.93333333,12.0,20.830598038922904,42.32666667
26.34833333,47.38166667,10.0,20.36755802236266,34.16833333
25.28833333,53.48833333,15.0,20.030225052557263,39.925
24.26333333,59.49333333,12.0,19.415257897273385,70.205
24.11333333,61.535,13.0,19.438428020390283,99.56666667
24.60666667,64.015,14.0,19.91997578515684,130.40166670000002
24.39,66.295,17.0,20.02522204433699,170.9066667
24.04833333,69.38666667,21.0,20.18560425351663,253.95833330000002
24.13333333,72.05333333,21.0,20.361679291020042,328.6116667
27.49833333,62.32666667,21.0,22.191629623195443,121.45333329999998
30.41833333,54.16833333,21.0,23.92594532658415,38.995
28.9,57.32666667,21.0,22.975055326362387,3.5716666669999997
30.33,53.01166667,25.0,24.084296498770843,0.26
31.92833333,44.85666667,26.0,25.047475946332654,6.4066666670000005
31.90166667,44.475,23.0,24.82541948805274,9.611666667
31.25833333,47.445,20.0,24.272430906851632,13.68666667
31.77333333,47.855,17.0,24.49605530439568,17.37
31.31,46.75833333,18.0,24.18799357461036,21.75
31.145,42.41,11.0,23.685310319900815,19.83833333
31.78333333,42.23333333,13.0,24.20537005139754,21.80666667
29.645,52.28,11.0,22.876988194471753,30.05666667
27.70166667,63.08333333,12.0,21.914112938693442,145.7016667
26.57666667,71.13666667,15.0,21.593652281338347,342.9633333
25.82333333,73.845,22.0,21.608591196504918,431.71666669999996
25.47,74.79,30.0,22.05261174328338,455.56333330000007
24.755,78.02,30.0,21.751479003736733,602.9683332999999
24.015,82.47333333,27.0,21.246818634499068,981.4566667000001
23.475,85.87,25.0,20.928326042710633,1314.166667
23.205,87.80333333,26.0,20.948609861281202,1545.333333
23.11666667,88.74,23.0,20.71371213835925,1676.833333
22.77333333,90.265,24.0,20.666545553351963,2063.666667
22.60833333,90.56833333,27.0,20.828556283685007,2052.5
22.87833333,91.39833333,27.0,21.035632189095548,2203.0
24.75166667,85.07666667,27.0,21.83375096859402,1013.65
28.26333333,69.59,30.0,23.632806165662767,243.7816667
28.88166667,63.68,31.0,23.90792999868027,43.76833333
29.67166667,58.61333333,25.0,23.803664789216167,28.46833333
31.67,51.13333333,24.0,24.89252840726871,8.573333332999999
31.95423729,46.8,19.0,24.69423275400457,7.044067797
32.38833333,44.51166667,14.0,24.727494986460087,5.881666667
32.1,45.47,11.0,24.443151018230036,11.46166667
31.70666667,47.12666667,9.0,24.147851573806886,26.27333333
31.255,46.36666667,21.0,24.298725167488307,38.48666667
31.43166667,46.80666667,19.0,24.32545482026826,54.01833333
29.10666667,52.70333333,19.0,22.858378548047213,65.17333333
27.42333333,58.605,19.0,21.888090540105267,118.215
26.76666667,59.20833333,19.0,21.46120393473792,112.29833329999998
26.15166667,65.00833333,19.0,21.264518895153397,159.2583333
25.21,68.49666667,19.0,20.78043291377045,179.7483333
24.525,70.59833333,19.0,20.421197612937867,198.87
23.325,73.64666667,19.0,19.783583621296398,279.40166669999996
22.745,75.6,19.0,19.508731472087057,348.65
21.85333333,81.45666667,19.0,19.25709417518536,631.3366667
21.55,82.92166667,19.0,19.151443847483083,729.68
21.51333333,83.39333333,19.0,19.155559547006412,717.3633332999999
21.34,84.45333333,19.0,19.110016986835078,759.485
22.19,82.19666667,19.0,19.506564709132363,715.915
29.47666667,57.875,19.0,23.276057236975547,177.07
33.50166667,46.21,17.0,25.683520104117594,12.36333333
34.24,46.63,17.0,26.21943571665874,6.296666667
33.50666667,50.20666667,15.0,25.70236616158313,11.61166667
32.34333333,54.45333333,11.0,24.853550104334435,18.04833333
31.17666667,58.18,8.0,24.06099379868067,21.985
30.72333333,58.74333333,9.0,23.782098370290775,24.55666667
30.19333333,58.015,8.0,23.360921023833008,32.93166667
29.785,58.29833333,8.0,23.082220052406687,42.44666667
29.1,59.87166667,7.0,22.631665296835024,68.90666667
29.815,58.28333333,7.0,23.081429702744295,127.34666670000001
27.37166667,66.33833333,8.0,21.691051392528856,177.52333330000002
25.89833333,72.56833333,8.0,20.949922254085305,264.565
25.62666667,73.72,9.0,20.846311893472855,335.33666669999997
25.63,73.35833333,12.0,20.93151913494145,323.06
25.56833333,72.63666667,12.0,20.857491913163262,315.055
25.51333333,75.30666667,9.0,20.844138254149595,404.7666667
25.385,78.865,9.0,20.92948584593038,560.9416667
25.11333333,80.98166667,9.0,20.85548866250122,656.985
24.97166667,81.78166667,10.0,20.833244381295067,677.7116667
24.95666667,82.26166667,10.0,20.847992440538476,710.3583332999999
24.535,84.535,11.0,20.72582253554729,922.895
24.32166667,83.97166667,11.0,20.558085145474667,872.39
24.925,79.95666667,11.0,20.743708982115695,659.7133332999999
29.74833333,60.71833333,11.0,23.218597921477336,248.14833330000002
33.67666667,46.97833333,11.0,25.610640187650315,22.58833333
34.99166667,43.94,11.0,26.48805287000229,8.09
32.31333333,52.575,11.0,24.779556555234116,22.44833333
31.25166667,56.18333333,11.0,24.13050707928309,34.33
29.86333333,62.36166667,11.0,23.355421320672992,41.345
29.28666667,64.13,11.0,23.016506443708394,44.10166667
28.97833333,62.53166667,11.0,22.744644151668968,41.595
28.85666667,60.59833333,11.0,22.591639856428397,35.04833333
28.25166667,63.57666667,11.0,22.278362702469643,61.14333333
28.38333333,69.91166667,11.0,22.613941857598707,225.4
26.445,74.52666667,11.0,21.494870882008964,306.255
25.69333333,75.82333333,11.0,21.05150304794607,318.975
25.50666667,75.00166667,11.0,20.8886671284245,285.92
25.47333333,76.16,11.0,20.920918263162918,323.3833333
25.36833333,77.30833333,11.0,20.90600618611161,411.47
